verified,proof_size_bytes,pedersen_ms,prove_ms,verify_ms
True,930,3.525,46.506,86.187
True,930,3.806,46.257,85.983
True,930,3.612,46.172,85.754
True,930,3.8171830237843096,45.75321398442611,84.92876996751875
True,930,2.0697040017694235,46.83690803358331,90.58455401100218
True,930,2.196553978137672,45.04566401010379,90.49764199880883
True,825,53.639,80.057
True,825,43.93931198865175,80.16998501261696
True,825,44.89957995247096,85.49959497759119
True,825,45.64304498489946,81.74077799776569
True,825,44.00868900120258,79.29027598584071
True,825,42.836244974751025,87.64942002017051
True,825,42.6319349789992,79.45619901875034
True,825,43.000101984944195,80.89808898512274
True,825,43.100549024529755,80.74090199079365
True,825,43.76173298805952,82.44841400301084
True,825,42.193264001980424,79.7768430202268
